,Code,Occupation,R,he,it,she,everyone,company,team,city,everybody,customer,office,everything,bank,hr,project,development,crew,distribution,village,farm,building,construction,school,restaurant,cemetery,casino,hotel,hospital,property,community,america,agriculture,shop,market,factory,plant,worker,training,london,china,house,budget,computer,system,software,site,website,database,network,chicago,earth,town,ship,marine,mine,miner,oil,food,water,nature,patient,planet,area,farmer,baby,prison,church,religion,college,library,teacher,film,movie,coach,camera,station,dog,nurse,lab,one,fire,fish,transit,animal,airport,body,gym,customers,product,cage,court,generator,shipping,machine,hunter,forest,logging,boiler,coal,mason,concrete,insulation,power,mining,equipment,car,vehicle,engine,plane,pilot,valve,machinery,mobile,aircraft,metal,baker,meat,kitchen,drilling,spring,furnace,laundry,leather,furniture,wood,money,bathroom,paper,production,truck,taxi,locomotive,train,railroad,boat,bridge,crane,pump,afghanistan,soldier,vietnam,business,garden,world,land,store,japan,germany,surgery,man,work,shuttle
152,2825,Public relations specialists,PR Specialist,0.3581183850765228,0.13798098266124725,0.3133227527141571,0.02235010452568531,,,,,,,,,,,,,,,,,,,,,,,0.005495420191437006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2830,Editors,Editor,0.37799304723739624,0.2582385838031769,0.2533162534236908,0.026063179597258568,,,,0.007396256551146507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2840,Technical writers,Technical Writer,0.2085890918970108,0.2931944727897644,0.06318148225545883,0.010245575569570065,,,,0.007141703739762306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2850,Writers and authors,Author,0.28591740131378174,0.4052474796772003,0.19969049096107483,0.02076815813779831,,,,,,,0.006816517096012831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2860,Miscellaneous media and communication workers,Media Worker,0.23590390384197235,0.17018985748291016,0.1699911504983902,0.0233452245593071,,,0.013334945775568485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2900,Broadcast and sound engineering technicians and radio operators,Sound Technician,0.2988377809524536,0.22641363739967346,0.16306234896183014,0.02062137797474861,,,,0.0087472228333354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2910,Photographers,Photographer,0.31756705045700073,0.31784096360206604,0.1938471645116806,0.02446736767888069,,,,,,,0.011887132190167904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2920,"Television, video, and motion picture camera operators and editors",Camera Operator,0.374234139919281,0.07361240684986115,0.1443680077791214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010264087468385696,,,0.09849770367145538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2960,"Media and communication equipment workers, all other",Media Equipment Worker,0.2424527406692505,0.2828923463821411,0.17904523015022278,0.016129767522215843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006992836948484182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,3000,Chiropractors,Chiropractor,0.2983829975128174,0.47167733311653137,0.041641514748334885,0.013434261083602905,,,,0.008433355949819088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,3010,Dentists,Dentist,0.3318347632884979,0.25496187806129456,0.21467097103595734,0.060238033533096313,,,,,,,0.015893517062067986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,3030,Dietitians and nutritionists,Dietitian,0.7499998211860657,0.12730754911899567,0.03387053683400154,0.01511448435485363,,,,0.005047103855758905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,3040,Optometrists,Optometrist,0.4361952245235443,0.29237377643585205,0.06632307916879654,0.016601258888840675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01729884184896946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,3050,Pharmacists,Pharmacist,0.6039353609085083,0.06717167049646378,0.15540027618408203,,,,,,,,,,,,,,,,,,,,,,,,0.013392400927841663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049825046211481094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,3060,Physicians and surgeons,Surgeon,0.323722243309021,0.28411534428596497,0.23296166956424713,0.04018425941467285,,,,,,,0.013240782544016838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,3110,Physician assistants,Physician Assistant,0.2398008406162262,0.017991116270422935,0.48454636335372925,,,,,,,,,,,,,,,,,,,,,,,,0.039069317281246185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08179762214422226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,3120,Podiatrists,Podiatrist,0.08486026525497437,0.6206079721450806,0.08120483160018921,0.028393443673849106,,,,0.017783164978027344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,3140,Audiologists,Audiologist,0.42987552285194397,0.08679274469614029,0.2667127549648285,,,,,,,,,,,,,,,,,,,,,,,,0.032894667237997055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017391422763466835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3150,Occupational therapists,Occupational Therapist,0.22493135929107666,0.10748639702796936,0.33032482862472534,0.07633901387453079,,,,0.013442080467939377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,3160,Physical therapists,Physical Therapist,0.38272544741630554,0.027039511129260063,0.49774909019470215,0.02427014149725437,,,,0.00437117787078023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,3200,Radiation therapists,Radiation Therapist,0.2593434453010559,0.10201679170131683,0.4756183326244354,0.028370676562190056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010683001950383186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,3210,Recreational therapists,Recreational Therapist,0.2413341999053955,0.03967377170920372,0.6323332786560059,0.024293363094329834,,,,0.003867739113047719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,3220,Respiratory therapists,Respiratory Therapist,0.31868451833724976,0.16539238393306732,0.223214253783226,0.030545491725206375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03124525025486946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,3230,Speech-language pathologists,Speech Therapist,0.3004435896873474,0.02634415030479431,0.5590987801551819,0.03056684508919716,,,,0.0056915576569736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,3235,Exercise physiologists,Exercise Physiologist,0.4476003050804138,0.19820155203342438,0.153632253408432,0.014844787307083607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015585321933031082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,3245,"Therapists, all other",Miscellaneous Therapist,0.2549595832824707,0.0147893400862813,0.6798352003097534,0.01516563631594181,,,,0.002155125141143799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3250,Veterinarians,Veterinarian,0.5458957552909851,0.12318627536296844,0.13117174804210663,,,,,,,,0.006249092984944582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014681379310786724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,3255,Registered nurses,Registered Nurse,0.04186511039733887,0.01519493293017149,0.8996143937110901,0.00787630956619978,,,,,,,,,,,,,,,,,,,,,,,0.004280042368918657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,3256,Nurse anesthetists,Nurse Anesthetist,0.11847151815891266,0.02871246263384819,0.8142812252044678,0.006275617051869631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005399472080171108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,3257,Nurse midwives,Nurse Midwife,0.00943656824529171,0.010467486456036568,0.928464412689209,,,,,,,,,,,,,,,,,,,,,,,,0.006188853178173304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005133255384862423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,3258,Nurse practitioners,Nurse Practitioner,0.028587736189365387,0.016533302143216133,0.7404121160507202,,,,,,,,,,,,,,,,,,,,,,,,0.05084399878978729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04926672205328941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,3260,"Health diagnosing and treating practitioners, all other",Health Practitioner,0.2158779799938202,0.29081377387046814,0.16186271607875824,0.04012671113014221,,,,,,,,,,,,,,,,,,,,,,,0.0321468785405159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,3300,Clinical laboratory technologists and technicians,Lab Technologist,0.3307625651359558,0.22452430427074432,0.08151604980230331,0.011460515670478344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04245157912373543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,3310,Dental hygienists,Dental Hygienist,0.6843061447143555,0.17936140298843384,0.096309594810009,0.006524235475808382,,,,0.0021388970781117678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,3320,Diagnostic related technologists and technicians,Diagnostic Technician,0.5168429613113403,0.08287882804870605,0.20373661816120148,,,,,,,,,,,,,,,,,,,,,,,,0.03433484584093094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025394219905138016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,3400,Emergency medical technicians and paramedics,EMT,0.3797049820423126,0.0721428394317627,0.3736856281757355,0.03470729663968086,,,,0.006550197955220938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,3420,Health practitioner support technologists and technicians,Health Support Technician,0.2808566987514496,0.1736629605293274,0.27496227622032166,0.027192194014787674,,,,,,,,,,,,,,,,,,,,,,,0.023781605064868927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,3500,Licensed practical and licensed vocational nurses,Licensed Vocational Nurse,0.017536967992782593,0.19791948795318604,0.6544545888900757,0.00461299205198884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032829141709953547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,3510,Medical records and health information technicians,Health Information Technician,0.253044456243515,0.18055184185504913,0.2611372172832489,0.03230651840567589,,,,,,,,,,,,,,,,,,,,,,,0.04322512820363045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,3520,"Opticians, dispensing",Optician,0.7866463661193848,0.03391752392053604,0.12671394646167755,0.005796251818537712,,,,0.002226680051535368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,3535,Miscellaneous health technologists and technicians,Health Technologist,0.15580923855304718,0.28112342953681946,0.07220713794231415,0.023623675107955933,,,,,,,,,,,,,,,,,,,,,,,0.03474158048629761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,3540,Other healthcare practitioners and technical occupations,Healthcare Practitioner,0.26317471265792847,0.2601969540119171,0.14522720873355865,,,,,,,,,,,,,,,,,,,,,,,,0.06192600354552269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03466473147273064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,3600,"Nursing, psychiatric, and home health aides",Nursing Aide,0.02829638309776783,0.05861958861351013,0.8097572922706604,0.02227422036230564,,,,,,,,,,,,,,,,,,,,,,,0.004741853568702936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,3610,Occupational therapy assistants and aides,Occupational Therapy Aide,0.15820778906345367,0.34617504477500916,0.21287378668785095,0.07370850443840027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02796456217765808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,3620,Physical therapist assistants and aides,Physical Therapy Aide,0.2681605815887451,0.23470312356948853,0.27695775032043457,0.06787439435720444,,,,0.0102023184299469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,3630,Massage therapists,Massage Therapist,0.05360700562596321,0.06660962849855423,0.7055337429046631,0.024013275280594826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01118449866771698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,3640,Dental assistants,Dental Assistant,0.3558845818042755,0.03127326816320419,0.5597483515739441,0.004065913148224354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006825932767242193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,3645,Medical assistants,Medical Assistant,0.2744349241256714,0.009264926426112652,0.6313523650169373,,,,,,,,,,,,,,,,,,,,,,,,0.015612504445016384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011152232997119427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,3646,Medical transcriptionists,Medical Transcriptionist,0.6371412873268127,0.10649577528238297,0.14471648633480072,,,,,,,,,,,,,,,,,,,,,,,,0.004489107523113489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02163989283144474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,3647,Pharmacy aides,Pharmacy Aide,0.4594894349575043,0.11285451054573059,0.3197683095932007,0.013934342190623283,,,,0.004222511779516935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,3648,Veterinary assistants and laboratory animal caretakers,Veterinary Assistant,0.41790059208869934,0.03276751562952995,0.5201903581619263,0.002556844148784876,,,,,,,,,,,,,,,,,,,,,,,0.0012936063576489687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,3649,Phlebotomists,Phlebotomist,0.5315982699394226,0.3161243498325348,0.04969995468854904,0.008803644217550755,,,,0.00532611133530736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,3655,"Healthcare support workers, all other, including medical equipment preparers",Medical Equipment Preparer,0.35812458395957947,0.30874741077423096,0.11061568558216095,0.032288435846567154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027309739962220192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,3700,First-line supervisors of correctional officers,Correctional Supervisor,0.753474771976471,0.026552604511380196,0.1653716117143631,0.007642119191586971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016198118682950735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,3710,First-line supervisors of police and detectives,Police Supervisor,0.36450377106666565,0.13509464263916016,0.21171458065509796,0.022041136398911476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011475993320345879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,3720,First-line supervisors of fire fighting and prevention workers,Firefighting Supervisor,0.2533802092075348,0.31953009963035583,0.17292019724845886,0.02419685386121273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00664219306781888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,3730,"First-line supervisors of protective service workers, all other",Protective Service Supervisor,0.32251715660095215,0.10551714152097702,0.30360332131385803,0.021477945148944855,,,,0.005458234343677759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,3740,Firefighters,Firefighter,0.6721805930137634,0.08178865164518356,0.09434131532907486,0.006561084184795618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01303041074424982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,3750,Fire inspectors,Fire Inspector,0.19501428306102753,0.30262240767478943,0.0703568160533905,0.03793678060173988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027182988822460175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,3800,"Bailiffs, correctional officers, and jailers",Bailiff and Correctional Officer,0.2436978965997696,0.12249793112277985,0.04310249537229538,0.05834011733531952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08005575835704803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,3820,Detectives and criminal investigators,Criminal Detective,0.6976304054260254,0.06438258290290833,0.0569177083671093,0.008861858397722244,,,0.006231282837688923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3830,Fish and game wardens,Fish and Game Warden,0.02387591078877449,0.5884541273117065,,0.010148267261683941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02034858427941799,,,,,,,,,,,,,,,,,,,,,,,0.025480780750513077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
